"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303936/0/60/45/8f281ea9ce5a00a0a5a0121c80ec6b0c/15/99ec3a44cb1089257a99c21d8203cb67/262303936.JPG","R2282309","Residential Detached","S","6647 121A STREET","West Newton","$1,438,095","25","8","2018","5,623.00","House/Single Family","Surrey","029-680-981","V3W 0H8","40.00",,,"$1,438,095","0.96","$358.00","7/15/2018","House/Single Family","7","RF12"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306805/0/60/45/4ea49fb77eddbae2135f818f9d370cf0/16/34fcc2e256eaab7ba208e56791dd3884/262306805.JPG","R2285178","Residential Detached","S","8417 REDROOFFS ROAD","Halfmn Bay Secret Cv Redroofs","$1,450,000","10","2","1947","61,898.00","House with Acreage","Sunshine Coast","010-683-526","V0N 1Y1","81.60",,,"$1,450,000","1.00","$2,019.50","7/8/2018","House with Acreage","1","R1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262290482/0/60/45/b70f02a99546762ab2e5302400fb6a76/16/fbfaa21411c76e82b144276a12bb154d/262290482.JPG","R2268855","Residential Detached","S","10771 HOGARTH DRIVE","Woodwards","$1,450,000","56","4","1976","6,015.00","House/Single Family","Richmond","003-686-736","V7E 3Z9","61.00",,,"$1,450,000","0.97","$562.67","7/10/2018","House/Single Family","3","RS1/E"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303549/0/60/45/388cc048879e2536f167d301435914bf/16/eacadf63d5ba35ba684ad9f8534fb732/262303549.JPG","R2281922","Residential Attached","S","1748 PARKER STREET","Grandview VE","$1,450,000","20","3","1993","0.00","1/2 Duplex","Vancouver East","018-010-636","V5L 2K8",,,,"$1,450,000","0.98","$1,000.69","7/9/2018","1/2 Duplex","3","RT-5"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262287726/0/60/45/91ebf58896cd397b5f230963db20cb53/16/85fd431175d508c6a12b81ea95e98229/262287726.JPG","R2266099","Residential Detached","S","1900 LARSON ROAD","Hamilton","$1,450,000","65","3","1951","10,470.00","House/Single Family","North Vancouver","014-884-054","V7M 2Z6","0.00",,,"$1,450,000","0.97","$935.48","7/12/2018","House/Single Family","1","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294667/0/60/45/17d7ca91cb7501d61babf175cf1e6ed1/16/caf57abb887744842f97d9722fb81636/262294667.JPG","R2273040","Residential Detached","S","4300 CRAIGFLOWER DRIVE","Boyd Park","$1,455,000","46","3","1980","4,835.00","House/Single Family","Richmond","003-727-068","V7C 4W3","0.00",,,"$1,455,000","0.98","$806.54","7/10/2018","House/Single Family","3","RS1/B"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304843/0/60/45/e32818d1bb198b69786bc928c661c58d/16/4ec505d60012c6048c920ef2f91664b9/262304843.JPG","R2283216","Residential Detached","S","9620 BATES ROAD","Broadmoor","$1,473,000","18","3","1973","7,440.00","House/Single Family","Richmond","006-504-302","V7A 1E4","60.00",,,"$1,473,000","0.92","$525.32","7/13/2018","House/Single Family","3","RS1/E"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262293950/0/60/45/46fcfc2a6bd3da32137497b4675b2394/16/8c8dc717d5eaf64873473b9f61c5ef08/262293950.JPG","R2272323","Residential Detached","S","3311 SPRINGFORD AVENUE","Steveston North","$1,480,000","44","3","1972","7,164.00","House/Single Family","Richmond","008-472-891","V7E 1T8","66.00",,,"$1,480,000","0.93","$608.80","7/8/2018","House/Single Family","3","RS1/E"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300393/0/60/45/450f97443a9d504ee724c289a3b927a7/16/85bb93c7995f5a00429fb420d7167765/262300393.JPG","R2278766","Residential Detached","S","2920 E 56TH AVENUE","Fraserview VE","$1,498,000","32","5","1965","5,579.00","House/Single Family","Vancouver East","009-144-358","V5S 2A3","45.50",,,"$1,498,000","0.94","$540.21","7/13/2018","House/Single Family","4","RS-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262297102/0/60/45/301966a1deac06c88abe303f5d7b48e2/16/765df0895cb073bae05aacce402aef9c/262297102.JPG","R2275475","Residential Detached","S","10418 164 STREET","Fraser Heights","$1,498,000","31","7","2016","6,029.00","House/Single Family","North Surrey","029-301-386","V4N 5S6","104.00",,,"$1,498,000","0.95","$313.39","7/5/2018","House/Single Family","7","RF"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262302318/0/60/45/e5ab7319a4398592af638ff122f1b356/16/04362e694e3e5ce309e6c044c8a1da5f/262302318.JPG","R2280691","Residential Detached","S","1922 IRON COURT","Indian River","$1,499,900","29","4","1988","5,929.00","House/Single Family","North Vancouver","008-431-027","V7G 2P2","49.00",,,"$1,499,900","1.00","$504.51","7/14/2018","House/Single Family","4","RS4"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294927/0/60/45/dacf780b289e317eb992097a0a7b1155/16/05df18fd9474a62636e6b0197f60cc9d/262294927.JPG","R2273300","Residential Detached","S","41235 ROCKRIDGE PLACE","Tantalus","$1,500,000","58","3","2010","14,101.00","House/Single Family","Squamish","027-708-063","V8B 0S4","0.00",,,"$1,500,000","0.92","$325.95","7/22/2018","House/Single Family","4","RS-1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300258/0/60/45/99c37759a54b898c92fdda7c8155f840/16/81ee0085d6e1a0c8e311d29d410ff174/262300258.JPG","R2278631","Residential Attached","S","126 W 10TH AVENUE","Mount Pleasant VW","$1,500,000","36","3","1988","6,534.00","Townhouse","Vancouver West","009-934-022","V5Y 1R8","49.50",,,"$1,500,000","0.86","$919.12","7/17/2018","Townhouse","3","RT-6"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286915/0/60/45/ae009bb2a2ec4e1f15f0f3bdafef244e/16/b5b2e6216f7ce51ab5a1ce20f9b8e6d9/262286915.JPG","R2265288","Residential Attached","S","2806 1011 W CORDOVA STREET","Coal Harbour","$1,510,000","65","1","2010","0.00","Apartment/Condo","Vancouver West","028-130-588","V6C 0B2",,,,"$1,510,000","0.91","$2,029.57","7/11/2018","Apartment/Condo","1","CD-1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262299523/0/60/45/fca41b43721b76cfee618fdc875b4074/16/ecbadff53a624ba9bbff38ffd24dda91/262299523.JPG","R2277896","Residential Detached","S","3388 MAMQUAM ROAD","University Highlands","$1,517,000","35","5","2017","15,714.00","House/Single Family","Squamish","026-923-564","V8B 0S6","0.00",,,"$1,517,000","1.01","$428.17","7/13/2018","House/Single Family","5","RS1"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307003/0/60/45/43215daa74bcee02e5d0bbcc70f36cfb/16/988c673772daad68694aedd273f9f7ee/262307003.JPG","R2285376","Residential Detached","S","1442 ARGYLE STREET","Burke Mountain","$1,520,000","9","7","2016","5,093.00","House/Single Family","Coquitlam","029-398-797","V3E 3H2","0.00",,,"$1,520,000","1.05","$386.77","7/12/2018","House/Single Family","4","RS-8"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262296512/0/60/45/3d1565a2d6f05575690a148c1db41f34/16/ce0a490aab38f7e5245cd475e8c758a9/262296512.JPG","R2274885","Residential Detached","S","1628 FARRELL CRESCENT","Beach Grove","$1,523,810","41","4","2017","5,780.00","House/Single Family","Tsawwassen","004-056-400","V4L 1V1","46.00",,,"$1,523,810","0.94","$560.64","7/10/2018","House/Single Family","4","RM1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308247/0/60/45/de20aaba4d92fa3a036b0d4b033329e4/16/0cdaba67e192426f385827a829ca393b/262308247.JPG","R2286620","Residential Detached","S","1958 E 52ND AVENUE","Killarney VE","$1,530,000","7","4","1995","3,385.00","House/Single Family","Vancouver East","013-317-661","V5P 1W7","32.00",,,"$1,530,000","0.96","$774.68","7/10/2018","House/Single Family","4","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309653/0/60/45/90a4b8fd69fda4eb501e2c2a7e42a9d1/15/5b0b6f0e5dbd8f1d6b98543bb5460098/262309653.JPG","R2288026","Residential Detached","S","23251 34A AVENUE","Campbell Valley","$1,530,000","0","3","1976","57,063.60","House with Acreage","Langley","010-574-042","V2Z 2H6","124.00",,,"$1,530,000","0.99","$874.29","7/6/2018","House with Acreage","2","RU-3"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262296728/0/60/45/d0509bd257540c54b46770d7e589ecfd/16/c7cb90d6eb378a9c60cd57ee03b2c9f7/262296728.JPG","R2275101","Residential Detached","S","2231 BELLEVUE AVENUE","Chineside","$1,535,000","36","5","1967","7,920.00","House/Single Family","Coquitlam","003-024-687","V3J 6T7","129.80",,,"$1,535,000","0.97","$606.00","7/7/2018","House/Single Family","3","RS1"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262277492/0/60/45/a9294a8d9b6a7a321c4a5014365af846/16/9c91183ddf485928dcb93a6710c99df7/262277492.JPG","R2255865","Residential Attached","S","2727 W 8TH AVENUE","Kitsilano","$1,536,000","94","3","1996","0.00","1/2 Duplex","Vancouver West","023-148-853","V6K 2B7",,,,"$1,536,000","0.99","$1,009.20","7/12/2018","1/2 Duplex","4","RT-8"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304493/0/60/45/c58e54dcca934bdbbc48a1c077333cd4/16/e34b94dfd1264393a6951a2b8ad185f6/262304493.JPG","R2282866","Residential Detached","S","1031 HAMILTON STREET","Moody Park","$1,539,800","22","5","2011","4,356.00","House/Single Family","New Westminster","028-585-453","V3M 2M8","33.00",,,"$1,539,800","0.98","$526.07","7/13/2018","House/Single Family","5","NR-5"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307652/0/60/45/6590f3e4b2088221d169a4c3f135f3f0/16/c9e11b000a2a5e92546ace0986a2c652/262307652.JPG","R2286025","Residential Attached","S","420 W 6TH STREET","Lower Lonsdale","$1,540,000","15","5","2015","6,200.00","1/2 Duplex","North Vancouver","029-567-971","V7M 1K9","50.00",,,"$1,540,000","0.96","$647.88","7/19/2018","1/2 Duplex","4","RT-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262291869/0/60/45/1495cc277be3987ae8be31505b436d73/15/2f4091487a616c8c5e77ffe5e6967a5b/262291869.JPG","R2270242","Residential Detached","S","14210 WHEATLEY AVENUE","White Rock","$1,550,000","37","3","1986","5,100.00","House/Single Family","South Surrey White Rock","002-973-294","V4B 2W5","50.00",,,"$1,550,000","0.91","$515.64","7/4/2018","House/Single Family","3","RES"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307548/0/60/45/b723f565169b9b879a3967629fdd23b7/16/9ffd5befe6a69af1be9b07821e056f8b/262307548.JPG","R2285921","Residential Attached","S","2005 212 DAVIE STREET","Yaletown","$1,550,000","10","2","1994","0.00","Apartment/Condo","Vancouver West","018-492-401","V6B 5Z4",,,,"$1,550,000","0.98","$1,222.40","7/13/2018","Apartment/Condo","2","CD-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262310425/0/60/45/2bcca398750398230439f82a0d152eed/16/68cac1833a5d5dbb821be12b0519cd75/262310425.JPG","R2288798","Residential Detached","S","1495 HENDERSON AVENUE","Roberts Creek","$1,550,000","1","3","1999","29,620.80","House/Single Family","Sunshine Coast","009-289-887","V0N 2W2","73.00",,,"$1,550,000","0.98","$861.11","7/13/2018","House/Single Family","2","R2"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300491/0/60/45/80f6550f349fd1da54863ad1d20175d7/16/ce830005d12141017147f17dcaf5c637/262300491.JPG","R2278864","Residential Attached","S","5976 OAK STREET","Oakridge VW","$1,558,000","33","3","2012","0.00","Townhouse","Vancouver West","028-879-821","V6M 2W2",,,,"$1,558,000","0.97","$998.72","7/15/2018","Townhouse","3","CD"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308146/0/60/45/3260f750c9b5d032e42e6306b7f29ea7/16/6be219afa59e18f17f244d08d42fb6e6/262308146.JPG","R2286519","Residential Detached","S","7260 17TH AVENUE","Edmonds BE","$1,563,880","6","4","2000","4,373.10","House/Single Family","Burnaby East","024-833-193","V3N 1K9","43.00",,,"$1,563,880","1.00","$658.75","7/11/2018","House/Single Family","4","R5"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262302773/0/60/45/e613e55c9b1742797e9ef5b75bb30c6f/16/1a5aae19a0aa582948b1169f7666f81d/262302773.JPG","R2281146","Residential Detached","S","6560 NORTH GALE AVENUE","Sechelt District","$1,565,000","26","3","2006","18,417.00","House/Single Family","Sunshine Coast","023-422-467","V0N 3A5","50.00",,,"$1,565,000","0.98","$454.28","7/14/2018","House/Single Family","3","R3"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304459/0/60/45/8c4de4540b6c7787044c3cc5bdb4e3a1/16/f82cf6c8cd7901e86b30eb4a6e7b08aa/262304459.JPG","R2282832","Residential Attached","S","22 2246 FOLKESTONE WAY","Panorama Village","$1,565,000","24","2","1981","0.00","Apartment/Condo","West Vancouver","005-279-623","V7S 2X7",,,,"$1,565,000","0.98","$1,102.11","7/16/2018","Apartment/Condo","2","RES"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262243140/0/60/45/0a2d485bda69e8e05453021723daaff6/16/af88dfa1d30f58f39d377e5709d5db7c/262243140.JPG","R2221513","Residential Detached","S","9913 TUTTLE AVENUE","West Cambie","$1,580,000","237","5","2016","5,045.00","House/Single Family","Richmond","029-540-038","V6X 3N4","52.50",,,"$1,580,000","0.96","$549.95","7/5/2018","House/Single Family","5","RS2/B"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262310001/0/60/45/32a1b0940ccae4dd88f84bc929028038/16/fc0895413439fcdafef2ab1cb60b990f/262310001.JPG","R2288374","Residential Detached","S","7870 WELSLEY DRIVE","Burnaby Lake","$1,585,000","7","5","1975","9,548.00","House/Single Family","Burnaby South","002-740-796","V5E 3X5","62.00",,,"$1,585,000","0.99","$546.55","7/16/2018","House/Single Family","4","R2"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262282380/0/60/45/89ad8ea7c3aac2118ccdaefc851ddd4a/16/cd1797e3ccf638fdabf749700ddfbd38/262282380.JPG","R2260753","Residential Detached","S","740 BLYTHWOOD DRIVE","Delbrook","$1,590,000","78","4","1954","9,693.00","House/Single Family","North Vancouver","009-899-723","V7N 2W9","129.80",,,"$1,590,000","0.94","$709.82","7/11/2018","House/Single Family","2","SFD"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308204/0/60/45/76094a4eec71d530da88bc08ef4a6bcd/16/0347a0f45598e63a78f8701c65047382/262308204.JPG","R2286577","Land Only","S","16708 26 AVENUE","Grandview Surrey","$1,598,000","1",,,"5,209.00",,"South Surrey White Rock","030-137-276","N0N 0N0",,"Road Access","Duplex","$1,598,000","1.00","$306.78","7/4/2018","Other",,"DUPLEX"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308228/0/60/45/c2965fbeb9c79341bfbae3ef95c491ca/16/f131473669c7e0773b1f601674b8fafd/262308228.JPG","R2286601","Land Only","S","16710 26 AVENUE","Grandview Surrey","$1,598,000","1",,,"5,209.00",,"South Surrey White Rock","030-137-268","N0N 0N0",,"Road Access","Duplex","$1,598,000","1.00","$306.78","7/4/2018","Other",,"DUPLEX"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306981/0/60/45/0f839a3a44d4bd1ed55c56e8d71330d7/15/32d007ad281662b87609bb7c9f4c2a53/262306981.JPG","R2285354","Residential Detached","S","16498 77 AVENUE","Fleetwood Tynehead","$1,600,000","8","4","1989","43,579.00","House with Acreage","Surrey","011-276-681","V4N 0L5","104.00",,,"$1,600,000","0.91","$272.76","7/11/2018","House with Acreage","5","RF-G"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262288088/0/60/45/6b90178535230695920350b7c1ef16b6/16/7eb9e5884c89ab544d71610cb44f08fb/262288088.JPG","R2266461","Residential Attached","S","1418 W HASTINGS STREET","Coal Harbour","$1,610,000","60","2","2002","0.00","Townhouse","Vancouver West","025-216-635","V6G 3J6",,,,"$1,610,000","0.98","$1,408.57","7/8/2018","Townhouse","2","CD-1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262271428/0/60/45/288e4155d63806f423d17373b5c52c58/16/31f78a5af2fd00bf308e2bc665f727b7/262271428.JPG","R2249801","Residential Detached","S","2240 E 40TH AVENUE","Victoria VE","$1,620,000","112","3","1951","6,580.00","House/Single Family","Vancouver East","010-729-143","V5P 1J5","47.00",,,"$1,620,000","0.91","$850.84","7/10/2018","House/Single Family","1","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306808/0/60/45/62e7fe2e5a7155ace2cd3581a05b09a4/15/f607aefb84947a356cc83a8d218c84dd/262306808.JPG","R2285181","Residential Detached","S","9304 118 STREET","Annieville","$1,620,000","8","8","2013","10,431.00","House/Single Family","N. Delta","028-816-544","V4C 6J2","58.00",,,"$1,620,000","0.96","$349.51","7/12/2018","House/Single Family","7","RS5"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306572/0/60/45/3c51baaea0326522354925fd14b8955b/16/8a20fe6c0e0da6844fad290dafb468f9/262306572.JPG","R2284945","Residential Detached","S","1550 GILES PLACE","Sperling-Duthie","$1,620,000","12","6","1974","8,378.00","House/Single Family","Burnaby North","003-295-796","V5A 3K6","59.00",,,"$1,620,000","0.93","$437.84","7/10/2018","House/Single Family","3","R4"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262301899/0/60/45/0b9ea21e6d3e238d993890692d55227a/16/8bfc9ad0fe4e4a11fc5ef31a88e8c301/262301899.JPG","R2280272","Residential Detached","S","66 E 48TH AVENUE","Main","$1,628,000","36","3","1946","4,554.00","House/Single Family","Vancouver East","014-357-071","V5W 2C6","33.00",,,"$1,628,000","0.96","$896.48","7/19/2018","House/Single Family","2","RS1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262299041/0/60/45/0435a0abbd8c6e66efc68fdf273a8f26/16/a5d7135918b744f6cf0af138f6063fd9/262299041.JPG","R2277414","Residential Detached","S","2150 CYPRESS STREET","Kitsilano","$1,635,000","35","2","2000","0.10","House/Single Family","Vancouver West","024-796-735","V6J 3M4","0.10",,,"$1,635,000","1.00","$1,255.76","7/11/2018","House/Single Family","3","RM-4"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306737/0/60/45/cf5b5229560ab81508f1407458111be7/16/eb4f3ae246c85a58151d01ad0448e364/262306737.JPG","R2285110","Residential Attached","S","3808 1033 MARINASIDE CRESCENT","Yaletown","$1,638,000","2","2","2002","0.00","Apartment/Condo","Vancouver West","025-204-823","V6Z 3A3",,,,"$1,638,000","0.99","$1,565.97","7/5/2018","Apartment/Condo","2","CD-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262298051/0/60/45/a5ba316c4a0c6a1513e195110511bf75/15/cc21d1e25ecd97ecabcce425e8429509/262298051.JPG","R2276424","Residential Detached","S","61 HETT CREEK DRIVE","Heritage Mountain","$1,639,000","27","6","1996","6,033.00","House/Single Family","Port Moody","018-966-365","V3H 5B5","0.00",,,"$1,639,000","0.97","$402.11","7/5/2018","House/Single Family","4","SF"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304944/0/60/45/473188efda999ec6fefd5801d45835ec/16/50d2b67cf1ba4f1d0a699c3ea7514c1c/262304944.JPG","R2283317","Residential Detached","S","5388 FRANCIS ROAD","Lackner","$1,640,000","13","4","2008","4,484.00","House/Single Family","Richmond","027-255-948","V7C 1K3","36.42",,,"$1,640,000","0.97","$628.35","7/8/2018","House/Single Family","5","RS1/K"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309066/0/60/45/f200d8d8ea29323d1e77dfc63f3b349e/16/37d7e2ce503e29c827d189b28aaf5f91/262309066.JPG","R2287439","Residential Detached","S","5302 SHERBROOKE STREET","Knight","$1,640,000","7","4","1982","3,234.00","House/Single Family","Vancouver East","014-824-221","V5W 3M4","33.00",,,"$1,640,000","0.99","$832.49","7/16/2018","House/Single Family","3","RS-1"
